Edad,Sexo,"Nombre del anuncio","Estado de la entrega","Nivel de la entrega",Alcance,Impresiones,Frecuencia,"Configuración de atribución","Tipo de resultado",Resultados,"Importe gastado (USD)","Coste por resultado",Inicio,Fin,"CTR (todos)","CPM (coste por 1000 impresiones)","CPC (Coste por clic en el enlace)","Clics en el enlace",Visualizaciones,"Coste por interacción con la publicación","Tasa de resultados","Clics (todos)","CPC (todos)","Inicio del informe","Fin del informe"
65+,unknown,"Ecoflow River 2 Pro - campaña de Interacción",not_delivering,ad,11,18,1.63636364,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.02,0.02,2026-01-07,2026-01-14,0,1.11111111,,,,0.02,5.55555556,0,,2025-12-01,2026-01-31
65+,female,"Poco M8",not_delivering,ad,5,6,1.2,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-24,2026-01-31,0,3.33333333,,,,0.01,,0,,2025-12-01,2026-01-31
55-64,unknown,"XIAOMI PAD 7 - campaña de Interacción",not_delivering,ad,9,13,1.44444444,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.02,0.02,2025-12-18,2025-12-25,7.69230769,1.53846154,,,,0.02,7.69230769,1,0.02,2025-12-01,2026-01-31
45-54,unknown,"Cashea EcoFlow - campaña de Interacción",not_delivering,ad,92,131,1.42391304,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",11,0.02,0.00181818,2025-12-02,2025-12-09,9.92366412,0.15267176,0.004,5,,0.00181818,8.39694656,13,0.00153846,2025-12-01,2026-01-31
65+,unknown,"Top 5 telefonos mas pedidos en navidad campaña de Interacción",not_delivering,ad,23,34,1.47826087,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.02,0.02,2025-12-06,2025-12-13,2.94117647,0.58823529,,,,0.02,2.94117647,1,0.02,2025-12-01,2026-01-31
45-54,unknown,"Top 5 telefonos mas pedidos en navidad campaña de Interacción",not_delivering,ad,39,49,1.25641026,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.02,0.005,2025-12-06,2025-12-13,8.16326531,0.40816327,,,,0.005,8.16326531,4,0.005,2025-12-01,2026-01-31
45-54,unknown,"Publicación de Instagram: ⚠️ PRECIOS POR TIEMPO...",not_delivering,ad,96,148,1.54166667,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",16,0.02,0.00125,2025-12-05,2025-12-11,6.08108108,0.13513514,0.00222222,9,,0.00222222,10.81081081,9,0.00222222,2025-12-01,2026-01-31
45-54,unknown,"REDMI 15 - campaña de Interacción",not_delivering,ad,29,50,1.72413793,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.02,0.00666667,2025-12-18,2025-12-25,4,0.4,0.01,2,,0.00666667,6,2,0.01,2025-12-01,2026-01-31
65+,unknown,"Cashea EcoFlow - campaña de Interacción",not_delivering,ad,17,27,1.58823529,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.02,0.00666667,2025-12-02,2025-12-09,14.81481481,0.74074074,0.02,1,,0.00666667,11.11111111,4,0.005,2025-12-01,2026-01-31
18-24,unknown,"POST salcar de Interacción - Copia 2",not_delivering,ad,32,58,1.8125,"7 días después del clic o 1 día después de la visualización",ThruPlay,34,0.02,0.00058824,2025-12-18,2026-02-06,0,0.34482759,,,,0.00044444,58.62068966,0,,2025-12-01,2026-01-31
25-34,unknown,"Promos samsung - campaña de Interacción",not_delivering,ad,41,57,1.3902439,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",6,0.02,0.00333333,2026-01-13,2026-01-20,0,0.35087719,,,,0.00333333,10.52631579,0,,2025-12-01,2026-01-31
35-44,unknown,"XIAOMI PAD 7 - campaña de Interacción",not_delivering,ad,20,33,1.65,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.02,0.005,2025-12-18,2025-12-25,9.09090909,0.60606061,0.02,1,,0.005,12.12121212,3,0.00666667,2025-12-01,2026-01-31
18-24,unknown,"Xiaomi Redmi Note 15 Pro",active,ad,5,9,1.8,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-27,2026-02-07,11.11111111,2.22222222,,,,,,1,0.02,2025-12-01,2026-01-31
18-24,unknown,"POCO M8 5G: La potencia que estabas esperando!",not_delivering,ad,9,10,1.11111111,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.02,0.02,2026-01-24,2026-01-31,10,2,0.02,1,,0.004,10,1,0.02,2025-12-01,2026-01-31
45-54,unknown,Lifephone,active,ad,17,24,1.41176471,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-27,2026-02-10,0,0.83333333,,,,0.0025,,0,,2025-12-01,2026-01-31
35-44,unknown,"Samsung Galaxy A17 5G",not_delivering,ad,7,10,1.42857143,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-24,2026-01-31,0,2,,,,0.01,,0,,2025-12-01,2026-01-31
25-34,unknown,"XIAOMI PAD 7 - campaña de Interacción",not_delivering,ad,18,41,2.27777778,"7 días después del clic o 1 día después de la visualización",,,0.02,,2025-12-18,2025-12-25,0,0.48780488,,,,,,0,,2025-12-01,2026-01-31
45-54,unknown,"iPhones carusel campaña de Interacción",not_delivering,ad,35,59,1.68571429,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.02,0.01,2025-12-27,2026-01-06,0,0.33898305,,,,0.01,3.38983051,0,,2025-12-01,2026-01-31
45-54,unknown,"Promos xiaomi - campaña de Interacción",not_delivering,ad,38,56,1.47368421,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.02,0.01,2026-01-13,2026-01-20,1.78571429,0.35714286,0.02,1,,0.01,3.57142857,1,0.02,2025-12-01,2026-01-31
18-24,unknown,"Promos xiaomi - campaña de Interacción",not_delivering,ad,27,36,1.33333333,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.02,0.01,2026-01-13,2026-01-20,2.77777778,0.55555556,,,,0.01,5.55555556,1,0.02,2025-12-01,2026-01-31
55-64,unknown,"Equipa tu hogar por menos de 50 -campaña de Interacción",not_delivering,ad,51,81,1.58823529,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.02,0.005,2025-12-06,2025-12-13,6.17283951,0.24691358,0.005,4,,0.005,4.9382716,5,0.004,2025-12-01,2026-01-31
55-64,unknown,"POCO F8 PRO - campaña de Interacción",not_delivering,ad,23,40,1.73913043,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.02,0.02,2025-12-27,2026-01-06,5,0.5,,,,0.02,2.5,2,0.01,2025-12-01,2026-01-31
25-34,unknown,"Huawei GT5 Pro",active,ad,12,19,1.58333333,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-28,2026-02-04,0,1.05263158,,,,0.00666667,,0,,2025-12-01,2026-01-31
25-34,unknown,"top obequios mas pedidos - campaña de Interacción",not_delivering,ad,15,35,2.33333333,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.02,0.01,2025-12-18,2025-12-25,8.57142857,0.57142857,,,,0.01,5.71428571,3,0.00666667,2025-12-01,2026-01-31
35-44,unknown,"Video humberto  tv salcar de Interacción",not_delivering,ad,85,114,1.34117647,"7 días después del clic o 1 día después de la visualización",ThruPlay,9,0.02,0.00222222,2025-12-18,2026-02-06,0,0.1754386,,,,0.00033333,7.89473684,0,,2025-12-01,2026-01-31
65+,unknown,"Honor X8C, X7D y PLAY 10 - campaña de Interacción",not_delivering,ad,15,23,1.53333333,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",6,0.02,0.00333333,2026-01-07,2026-01-14,39.13043478,0.86956522,0.00333333,6,,0.00333333,26.08695652,9,0.00222222,2025-12-01,2026-01-31
18-24,unknown,"Arizon.ai 04 Samsung S25 A Reel samsung galaxy s25",not_delivering,ad,15,18,1.2,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-15,2026-01-22,0,1.11111111,,,,0.02,,0,,2025-12-01,2026-01-31
55-64,unknown,"Redmi PAD 2 PRO -campaña de Interacción",not_delivering,ad,234,336,1.43589744,"7 días después del clic o 1 día después de la visualización",ThruPlay,30,0.02,0.00066667,2026-01-07,2026-01-14,2.38095238,0.05952381,,,,0.00015267,8.92857143,8,0.0025,2025-12-01,2026-01-31
18-24,unknown,"Playstation 5",archived,ad,3,5,1.66666667,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-24,2026-01-31,0,4,,,,0.01,,0,,2025-12-01,2026-01-31
45-54,unknown,"REDMI PAD 2 PRO - campaña de Interacción",not_delivering,ad,12,17,1.41666667,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.02,0.02,2025-12-18,2025-12-25,0,1.17647059,,,,0.02,5.88235294,0,,2025-12-01,2026-01-31
55-64,unknown,"Cashea EcoFlow - campaña de Interacción",not_delivering,ad,44,64,1.45454545,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",6,0.02,0.00333333,2025-12-02,2025-12-09,10.9375,0.3125,0.005,4,,0.00333333,9.375,7,0.00285714,2025-12-01,2026-01-31
65+,unknown,"Publicación de Instagram: ⚠️ Precios incluyen...",not_delivering,ad,15,23,1.53333333,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",1,0.01,0.01,2025-11-29,2025-12-05,0,0.43478261,,,,0.01,4.34782609,0,,2025-12-01,2026-01-31
55-64,male,"Todo Terreno",inactive,ad,7,8,1.14285714,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-25,2026-02-01,0,1.25,,,,0.01,,0,,2025-12-01,2026-01-31
18-24,female,"Todo Terreno",inactive,ad,24,28,1.16666667,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-25,2026-02-01,0,0.35714286,,,,0.01,,0,,2025-12-01,2026-01-31
25-34,unknown,"Promos xiaomi - campaña de Interacción",not_delivering,ad,37,51,1.37837838,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",6,0.01,0.00166667,2026-01-13,2026-01-20,1.96078431,0.19607843,0.01,1,,0.00166667,11.76470588,1,0.01,2025-12-01,2026-01-31
45-54,unknown,"Xiaomi Redmi Note 15 Pro",active,ad,2,3,1.5,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-27,2026-02-07,0,3.33333333,,,,0.01,,0,,2025-12-01,2026-01-31
55-64,female,"Todo Terreno",inactive,ad,4,6,1.5,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-25,2026-02-01,0,1.66666667,,,,,,0,,2025-12-01,2026-01-31
18-24,unknown,"Cashea EcoFlow - campaña de Interacción",not_delivering,ad,41,55,1.34146341,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.01,0.0025,2025-12-02,2025-12-09,5.45454545,0.18181818,,,,0.0025,7.27272727,3,0.00333333,2025-12-01,2026-01-31
55-64,unknown,"Carrusel Honor 90 , M6LITE, PLAY9A - campaña de Interacción",not_delivering,ad,18,27,1.5,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.01,0.005,2025-12-11,2025-12-18,7.40740741,0.37037037,0.01,1,,0.005,7.40740741,2,0.005,2025-12-01,2026-01-31
18-24,unknown,"Carrusel Baterias Telefonos",not_delivering,ad,13,18,1.38461538,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-15,2026-01-22,5.55555556,0.55555556,0.01,1,,0.01,,1,0.01,2025-12-01,2026-01-31
25-34,unknown,"Honor X8C, X7D y PLAY 10 - campaña de Interacción",not_delivering,ad,59,82,1.38983051,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.01,0.002,2026-01-07,2026-01-14,3.65853659,0.12195122,0.005,2,,0.002,6.09756098,3,0.00333333,2025-12-01,2026-01-31
45-54,unknown,"Promos samsung - campaña de Interacción",not_delivering,ad,16,19,1.1875,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.01,0.005,2026-01-13,2026-01-20,5.26315789,0.52631579,,,,0.005,10.52631579,1,0.01,2025-12-01,2026-01-31
55-64,unknown,"Samsung S25 Ultra - campaña de Interacción",not_delivering,ad,10,17,1.7,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.01,0.01,2025-12-11,2025-12-18,5.88235294,0.58823529,,,,0.01,5.88235294,1,0.01,2025-12-01,2026-01-31
55-64,unknown,"Arizon.ai 04 Samsung S25 A Reel samsung galaxy s25",not_delivering,ad,2,2,1,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-15,2026-01-22,0,5,,,,0.01,,0,,2025-12-01,2026-01-31
65+,unknown,"Cafetera  cashea - campaña de Interacción con la publicación",not_delivering,ad,9,12,1.33333333,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.01,0.01,2025-10-16,"En curso",25,0.83333333,0.01,1,,0.01,8.33333333,3,0.00333333,2025-12-01,2026-01-31
65+,unknown,"Compac N4020 14'' Black Friday",not_delivering,ad,23,28,1.2173913,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.01,0.01,2025-11-25,"En curso",7.14285714,0.35714286,,,,0.01,3.57142857,2,0.005,2025-12-01,2026-01-31
65+,unknown,"Infinix HOT  Pro+ campaña de Interacción",not_delivering,ad,10,12,1.2,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.01,0.01,2025-12-02,2025-12-09,8.33333333,0.83333333,0.01,1,,0.01,8.33333333,1,0.01,2025-12-01,2026-01-31
65+,unknown,"iPhone 17 Pro Max BLANCO - campaña de Interacción",not_delivering,ad,10,12,1.2,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.01,0.01,2026-01-04,2026-01-11,0,0.83333333,,,,0.01,8.33333333,0,,2025-12-01,2026-01-31
45-54,unknown,"Samsung A17, A56, S25 FE carrusel - campaña de Interacción",not_delivering,ad,56,95,1.69642857,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.01,0.002,2026-01-07,2026-01-14,2.10526316,0.10526316,,,,0.002,5.26315789,2,0.005,2025-12-01,2026-01-31
65+,unknown,"Huawei Watch GT6",active,ad,1,2,2,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-28,2026-02-04,0,5,,,,,,0,,2025-12-01,2026-01-31
65+,male,"Todo Terreno",inactive,ad,3,5,1.66666667,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-25,2026-02-01,20,2,0.01,1,,0.01,,1,0.01,2025-12-01,2026-01-31
55-64,unknown,"Ecoflow River 2 Pro - campaña de Interacción",not_delivering,ad,14,20,1.42857143,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.01,0.005,2026-01-07,2026-01-14,5,0.5,,,,0.005,10,1,0.01,2025-12-01,2026-01-31
45-54,unknown,"Regalos por menos de  150 campaña de Interacción",not_delivering,ad,6,8,1.33333333,"7 días después del clic o 1 día después de la visualización",,,0.01,,2025-12-06,2025-12-13,0,1.25,,,,,,0,,2025-12-01,2026-01-31
25-34,unknown,"Lista de Precios 30/01/2026 Normal",active,ad,1,2,2,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-31,2026-02-07,0,5,,,,,,0,,2025-12-01,2026-01-31
45-54,unknown,"iPhone 14 Black Friday",not_delivering,ad,29,42,1.44827586,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.01,0.005,2025-11-25,"En curso",2.38095238,0.23809524,,,,0.005,4.76190476,1,0.01,2025-12-01,2026-01-31
35-44,unknown,"El Xiaomi 15T Pro",active,ad,5,9,1.8,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.01,0.01,2026-01-27,2026-02-07,33.33333333,1.11111111,0.005,2,,0.005,11.11111111,3,0.00333333,2025-12-01,2026-01-31
55-64,female,"Lista de Precios 30/01/2026 Normal",active,ad,9,10,1.11111111,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-31,2026-02-07,0,1,,,,0.005,,0,,2025-12-01,2026-01-31
55-64,unknown,"Arizon.ai 04 Samsung S25 B Carrusel Samsung Galaxy s25",not_delivering,ad,4,5,1.25,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-15,2026-01-22,0,2,,,,0.005,,0,,2025-12-01,2026-01-31
65+,unknown,Lifephone,active,ad,4,4,1,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-27,2026-02-10,0,2.5,,,,0.005,,0,,2025-12-01,2026-01-31
18-24,unknown,"Xiaomi 15T Pro - campaña de Interacción",not_delivering,ad,11,11,1,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.01,0.01,2025-11-20,"En curso",9.09090909,0.90909091,,,,0.01,9.09090909,1,0.01,2025-12-01,2026-01-31
45-54,unknown,"Ecoflow River 2 Pro - campaña de Interacción",not_delivering,ad,39,55,1.41025641,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.01,0.002,2026-01-07,2026-01-14,3.63636364,0.18181818,,,,0.002,9.09090909,2,0.005,2025-12-01,2026-01-31
55-64,unknown,"Regalos por menos de  150 campaña de Interacción",not_delivering,ad,5,18,3.6,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.01,0.005,2025-12-06,2025-12-13,11.11111111,0.55555556,,,,0.005,11.11111111,2,0.005,2025-12-01,2026-01-31
65+,male,"Lista de Precios 30/01/2026 Normal",active,ad,2,5,2.5,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-31,2026-02-07,40,2,,,,0.01,,2,0.005,2025-12-01,2026-01-31
25-34,unknown,"Redmi PAD 2 PRO -campaña de Interacción",not_delivering,ad,233,299,1.2832618,"7 días después del clic o 1 día después de la visualización",ThruPlay,20,0.01,0.0005,2026-01-07,2026-01-14,2.67558528,0.03344482,0.00333333,3,,9.804E-5,6.68896321,8,0.00125,2025-12-01,2026-01-31
45-54,unknown,"Equipa tu hogar por menos de 50 -campaña de Interacción",not_delivering,ad,37,47,1.27027027,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.01,0.005,2025-12-06,2025-12-13,4.25531915,0.21276596,0.005,2,,0.005,4.25531915,2,0.005,2025-12-01,2026-01-31
25-34,unknown,"Arizon.ai 04 Samsung S25 B Carrusel Samsung Galaxy s25",not_delivering,ad,16,33,2.0625,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-15,2026-01-22,3.03030303,0.3030303,,,,0.00333333,,1,0.01,2025-12-01,2026-01-31
55-64,male,"Lista de Precios 30/01/2026 Antagonica",active,ad,4,5,1.25,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-31,2026-02-07,20,2,,,,0.01,,1,0.01,2025-12-01,2026-01-31
18-24,unknown,"Arizon.ai 03 - Unboxing B Redmi Note 15 Pro 5G",not_delivering,ad,25,42,1.68,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-15,2026-01-29,4.76190476,0.23809524,,,,0.00076923,,2,0.005,2025-12-01,2026-01-31
55-64,unknown,"Todo Terreno",inactive,ad,1,1,1,"7 días después del clic o 1 día después de la visualización",,,0.01,,2026-01-25,2026-02-01,0,10,,,,,,0,,2025-12-01,2026-01-31
